Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Promoter holding,Industry PE,EPS,Debt to equity,Return on equity,Return on assets,Return on capital employed,OPM,Profit after tax,Price to Earning,Dividend yield,Sales growth,Profit growth,Price to Free Cash Flow,PEG Ratio,Current ratio,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Average return on equity 5Years,Average return on equity 3Years,Return over 1year,Return over 3years,Return over 5years,Operating profit,Net profit,Sales preceding year,Operating profit preceding year,Operating profit growth,Debt 3Years back,Debt 5Years back,Free cash flow 3years,Free cash flow 5years,Operating cash flow 3years,Operating cash flow 5years,Net cash flow last year,FII holding,DII holding,Return on capital employed preceding year,Return on equity preceding year,Average return on capital employed 3Years,Average return on capital employed 5Years,Sales,EVEBITDA,Quick ratio,Quick ratio.1,EPS growth 5Years,EPS growth 3Years,Dividend Payout Ratio,RSI,DMA 50,Sector
AU Small Finance,540611.0,AUBANK,Banks - Private Sector,678.6,50520.27,22.87,11.67,28.29,7.98,14.23,1.58,8.4,51.76,2105.93,23.99,0.15,52.19,37.12,11.97,0.94,,39.47,30.25,23.05,25.53,15.35,14.16,7.1,-0.79,20.05,8313.89,2105.93,10554.71,5876.61,41.47,58575.4,36499.25,12665.15,24149.55,13564.12,25469.2,1938.19,35.58,27.16,7.71,13.05,7.83,7.93,16063.73,17.2,,,20.56,16.37,3.54,68.21,585.86,"Banks - Private Sector, Diversified"
Aurobindo Pharma,524804.0,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1229.1,72011.76,51.82,29.08,59.58,0.27,11.53,7.76,14.1,20.77,3553.54,20.26,0.37,10.85,26.71,165.74,3.32,1.83,5.39,8.19,-1.39,6.11,12.69,10.28,6.55,25.02,14.45,6422.45,3488.09,24855.38,3706.97,25.51,5339.08,6966.76,1303.52,5776.12,9837.75,17548.08,-1006.84,15.33,26.23,9.2,7.47,12.11,14.7,30921.76,10.4,1.1,1.1,6.11,-1.39,8.31,58.12,1168.08,Healthcare
Authum Invest,539177.0,AIIL,Finance & Investments,1722.1,29297.91,74.95,20.15,234.33,0.03,44.05,38.03,39.34,102.63,3979.98,7.36,0.06,184.96,208.7,2393.55,0.05,1.14,111.24,,178.53,140.29,30.1,32.02,106.72,113.08,259.95,4112.45,3979.98,374.12,330.93,165.87,503.15,8.84,36.65,84.49,44.95,92.8,127.85,7.41,0.09,8.38,7.86,25.53,17.32,4007.13,7.05,1.14,1.14,184.87,173.83,0.0,51.4,1674.69,Financial services
Avanti Feeds,512573.0,AVANTIFEED,Food - Processing - Indian,874.05,11911.22,43.23,31.3,35.31,0.01,15.09,12.73,20.01,10.63,481.12,24.76,0.77,6.42,37.51,227.65,4.67,5.45,9.4,9.01,1.44,5.3,16.57,13.53,64.14,26.08,15.1,585.56,512.46,5086.99,394.56,26.86,3.91,9.34,156.88,640.81,501.78,1062.62,-21.12,6.42,5.07,18.3,13.44,17.87,22.31,5510.64,15.23,4.18,4.18,5.3,1.44,23.84,54.53,815.25,Fast Moving Consumer Goods
Avenue Super.,540376.0,DMART,Trading,4199.9,273396.53,74.65,42.01,41.8,0.04,14.48,12.82,19.41,7.82,2719.8,100.52,0.0,17.59,11.81,-1440.05,4.37,2.99,28.13,20.48,31.82,22.98,13.46,14.12,-8.77,2.12,12.0,4475.9,2719.8,42839.56,3638.77,13.84,392.71,700.15,-569.33,-1647.61,6748.46,9403.74,129.97,8.18,9.08,20.1,15.95,18.42,17.66,57212.74,59.35,0.8,0.8,21.96,31.62,0.0,52.57,4022.25,Services
AWL Agri Busine.,543458.0,AWL,Solvent Extraction,267.05,34707.92,74.36,25.16,9.43,0.21,13.81,5.81,20.84,3.9,1225.08,28.33,0.0,24.21,674.78,193.51,1.31,1.25,5.55,16.51,15.08,21.6,10.48,7.87,-25.32,-30.05,,2481.74,1225.81,51261.63,1135.25,118.61,2701.11,2300.28,538.1,1466.28,3101.91,5026.24,335.55,4.31,8.9,9.7,1.92,15.19,17.1,63672.24,12.62,0.51,0.51,-25.23,15.08,0.0,46.22,269.78,"Chemicals, Oil Gas & Consumable Fuels"
Axis Bank,532215.0,AXISBANK,Banks - Private Sector,1185.0,366809.65,8.18,11.67,90.58,7.48,16.36,1.78,7.11,62.19,28055.11,13.07,0.08,12.96,6.31,20.13,0.18,,22.76,14.86,25.71,72.16,13.43,14.87,1.64,17.6,21.64,79215.7,28190.8,112759.05,72726.89,8.92,1020942.96,797337.38,54716.73,93160.3,60903.79,101673.97,-13831.81,43.94,40.87,7.06,18.4,6.43,5.85,127374.09,16.32,,,68.98,25.33,1.1,62.15,1101.05,"Banks - Private Sector, Diversified"
B H E L,500103.0,BHEL,Electric Equipment,226.84,78826.97,63.17,50.27,1.49,0.38,1.13,0.47,3.37,4.12,519.07,151.86,0.11,15.7,15.19,-54.35,-6.74,1.38,11.34,-4.73,28.11,-22.53,-2.13,1.77,-19.47,62.72,58.82,1137.75,519.07,23364.94,1043.65,21.85,4950.89,2598.47,-4360.05,-7324.78,-3793.35,-6124.9,273.7,7.19,16.34,4.23,2.47,3.51,0.13,27606.36,49.52,1.08,1.08,-22.53,28.11,30.85,58.43,214.74,"Capital Goods, Energy"
B P C L,500547.0,BPCL,Refineries,310.05,134558.54,52.98,20.02,30.74,0.75,17.34,6.47,16.25,5.77,13614.11,9.88,6.77,-1.74,-49.68,10.31,0.39,0.8,8.28,9.12,8.08,25.4,22.97,22.48,2.1,19.59,10.88,25401.38,13336.55,448083.03,44082.17,-42.38,64534.2,65475.54,39144.52,65395.89,72079.29,115870.06,-1742.81,14.58,22.23,32.09,41.9,18.4,17.72,440271.86,6.3,0.3,0.3,25.4,8.08,32.04,66.81,283.38,Oil Gas & Consumable Fuels
Bajaj Auto,532977.0,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,8030.0,224216.11,55.04,29.76,269.84,0.17,26.48,20.74,33.53,18.99,7534.31,29.76,1.0,18.13,1.79,48.65,2.79,1.52,17.38,8.13,16.74,10.67,21.81,22.01,-9.81,29.13,25.08,9478.76,7534.31,36455.38,6464.64,16.53,121.46,124.52,13831.12,20267.56,16032.79,23003.11,318.83,11.61,10.92,26.55,20.5,27.84,27.7,49903.18,20.71,1.36,1.36,11.47,18.15,28.97,51.41,8082.78,Automobile and Auto Components
Bajaj Finance,500034.0,BAJFINANCE,Finance & Investments,8634.5,536790.99,54.73,20.15,267.73,3.74,19.19,3.99,11.29,68.41,16637.82,32.26,0.42,26.76,15.06,-8.66,1.25,3.44,30.11,21.45,33.16,25.87,19.58,21.17,24.71,8.98,30.08,47672.33,16779.48,54971.56,38872.86,22.64,165231.53,129806.43,-185929.23,-224739.53,-183026.4,-220923.57,-392.05,21.45,14.78,11.92,22.07,11.66,10.93,69683.51,18.53,3.44,3.44,25.06,32.01,20.9,41.42,8675.37,Financial services
Bajaj Finserv,532978.0,BAJAJFINSV,Finance & Investments,1951.6,311891.28,60.65,20.15,55.57,4.92,13.37,2.95,10.96,36.77,8872.31,35.15,0.05,21.23,8.83,-5.36,1.64,0.27,25.07,19.75,24.9,21.37,13.84,14.38,20.84,9.39,30.76,49209.17,17557.64,110382.29,40885.55,20.36,161179.18,127212.03,-174417.43,-204741.78,-170266.99,-199389.58,91.52,7.53,8.99,11.72,15.28,11.32,10.91,133821.05,13.24,0.27,0.27,21.29,24.76,1.8,47.38,1920.55,Financial services
Bajaj Holdings,500490.0,BAJAJHLDNG,Finance & Investments,11973.0,133142.65,51.46,20.15,674.91,0.0,14.77,12.45,13.07,90.12,7511.3,17.73,1.09,234.45,27.23,75.79,0.93,1.22,54.98,31.59,25.81,18.98,11.85,12.18,47.52,32.31,42.5,1578.07,7591.08,521.66,379.61,308.23,136.18,0.0,5274.9,7461.74,5278.42,7469.91,13.95,10.56,7.3,9.71,11.15,10.53,10.52,1751.0,17.12,1.22,1.22,18.98,25.81,20.06,50.78,11796.86,Financial services
Bajaj Housing,544252.0,BAJAJHFL,Finance - Housing,122.0,101654.48,88.75,19.56,2.6,4.11,13.44,2.34,9.54,91.8,2162.9,47.0,0.0,25.71,24.89,-6.5,1.22,0.75,36.48,29.33,44.97,38.68,13.08,14.28,,,,8790.29,2162.9,7617.31,6896.0,27.47,41492.32,25600.44,-46940.05,-64518.13,-46834.75,-64371.82,-2.23,1.12,0.72,9.42,15.23,9.23,8.49,9575.61,20.89,0.75,0.75,24.64,21.34,0.0,47.35,121.69,Financial services
Balaji Amines,530999.0,BALAMINES,Chemicals,1263.6,4093.4,54.62,27.93,57.25,0.01,12.49,11.29,16.76,18.53,183.44,22.31,0.87,-14.17,-0.42,44.29,1.89,8.96,7.69,11.69,-4.86,11.8,22.38,21.81,-42.36,-26.88,25.25,270.19,190.63,2345.61,609.11,-15.34,127.07,227.4,277.3,338.35,797.76,1051.83,-15.16,5.09,1.48,36.34,23.11,33.88,30.86,1458.3,12.47,6.16,6.16,11.8,-4.86,17.4,45.81,1355.04,"Chemicals, Diversified"
Balkrishna Inds,502355.0,BALKRISIND,Tyres,2675.1,51773.08,58.29,28.27,91.72,0.33,17.55,11.07,17.62,24.34,1773.16,29.2,0.6,15.24,42.48,9653.33,2.11,1.35,17.45,12.45,7.38,13.87,18.11,17.58,10.09,7.65,23.4,2525.21,1773.16,9759.53,1712.09,22.94,1001.12,871.14,16.07,822.02,4438.61,6950.78,5.32,11.46,23.63,13.79,13.79,18.42,19.21,10376.49,17.46,0.93,0.93,13.87,7.38,21.02,62.63,2565.64,
Balrampur Chini,500038.0,BALRAMCHIN,Sugar,550.9,11122.81,42.87,14.25,20.38,0.17,13.77,7.53,13.46,12.79,411.19,27.05,0.54,-5.4,-29.78,-246.35,-5.17,1.8,5.15,5.47,-2.95,-5.23,16.05,13.63,39.27,7.53,40.91,683.71,411.19,4665.86,521.54,-19.12,1240.38,1734.01,-135.45,1023.71,1325.4,2824.22,0.01,12.01,27.13,10.42,10.01,13.32,14.47,5345.96,14.62,0.23,0.23,-2.85,-1.65,11.32,51.06,530.37,Fast Moving Consumer Goods
Bandhan Bank,541153.0,BANDHANBNK,Banks - Private Sector,165.62,26688.86,39.98,11.67,17.04,6.66,11.94,1.49,7.83,50.64,2745.3,9.72,0.91,16.32,23.14,6.64,-5.09,,16.53,15.06,177.43,-1.91,9.92,11.55,-12.04,-20.88,-8.79,11114.33,2745.3,18869.62,9559.85,16.26,116251.84,73460.68,12063.86,11626.17,13316.13,13309.14,-6601.04,22.73,16.36,7.06,10.82,7.18,6.74,21948.23,13.43,,,-1.92,177.42,8.8,60.99,153.97,"Banks - Private Sector, Diversified"
Bank of Baroda,532134.0,BANKBARODA,Banks - Public Sector,249.93,129360.24,63.97,8.52,39.5,11.13,16.69,1.19,6.33,63.25,20429.08,6.33,3.04,10.63,8.15,-14.64,0.08,,16.79,17.48,144.18,76.82,9.87,13.93,-11.21,30.33,38.41,80114.64,20579.04,94502.62,56271.34,14.37,1067173.15,734456.22,-26487.44,-9240.39,-21417.26,-3773.74,-2083.54,8.98,17.97,5.17,15.12,5.17,4.97,126671.94,16.2,,,54.63,144.18,20.97,64.46,230.86,Banks - Public Sector
Bank of India,532149.0,BANKINDIA,Banks - Public Sector,115.15,52432.87,73.38,8.52,18.71,12.25,9.98,0.75,5.69,69.24,8520.08,6.15,2.43,18.35,33.08,-3.22,0.24,,14.34,8.29,47.9,25.52,4.56,7.59,-25.76,33.73,26.75,47827.68,8523.63,47931.69,26754.69,24.34,661562.47,566820.15,-48868.01,-16514.22,-46968.89,-13927.97,-1560.32,3.88,15.9,4.42,6.33,4.75,4.43,69079.2,17.84,,,21.76,32.54,19.42,55.88,108.6,Banks - Public Sector
Bank of Maha,532525.0,MAHABANK,Banks - Public Sector,50.66,38957.85,79.6,8.52,7.21,11.53,22.82,1.64,5.78,62.33,5541.78,7.03,2.96,21.73,36.13,6.96,0.1,,24.21,16.76,68.79,69.68,17.03,21.41,-27.73,41.32,39.62,15549.51,5541.78,20494.85,12257.3,26.86,210021.99,153720.05,16800.13,25652.49,17768.77,27111.93,11883.2,1.72,10.67,5.38,22.83,5.32,4.82,24947.59,19.47,,,60.5,61.45,20.82,59.86,48.55,Banks - Public Sector
BASF India,500042.0,BASF,Chemicals,4391.2,18990.17,73.33,27.93,141.76,0.05,18.98,8.15,24.99,6.06,603.54,31.46,0.34,12.05,27.6,41.25,0.4,1.56,12.93,17.97,24.97,79.55,17.93,20.23,17.52,17.68,33.03,929.53,613.61,13644.77,686.64,19.51,285.86,912.21,1382.7,2314.9,1667.98,2722.69,255.27,4.29,6.3,20.12,15.19,26.21,21.42,15333.26,18.4,1.01,1.01,79.55,24.97,11.53,42.4,4576.48,"Chemicals, Diversified"
Bata India,500043.0,BATAINDIA,Leather / Leather Products,1208.4,15532.55,50.16,60.09,27.11,0.98,19.76,8.85,18.66,21.19,355.69,43.67,0.99,1.13,23.0,44.02,-18.43,1.81,26.75,3.48,77.06,-2.37,11.31,14.66,-11.74,-14.72,-2.41,741.33,348.39,3451.57,804.18,-5.64,1032.28,0.0,1058.15,1979.47,1293.44,2336.2,-24.48,6.93,29.46,19.56,19.81,15.53,14.37,3498.43,17.54,0.85,0.85,-2.37,77.06,58.75,44.89,1246.85,"Consumer Durables, Fast Moving Consumer Goods"
Bayer Crop Sci.,506285.0,BAYERCROP,Pesticides / Agrochemicals - Multinational,4690.4,21044.76,71.43,40.42,115.86,0.01,26.7,16.01,33.91,11.77,520.7,40.42,2.98,-1.45,-34.95,39.07,2.38,2.22,6.19,10.01,15.17,17.01,23.86,25.48,-14.82,0.29,1.75,614.1,520.7,5139.7,924.2,-42.24,26.3,0.0,1617.1,2910.6,1776.4,3129.0,295.7,3.49,11.56,33.66,25.91,32.83,31.85,5217.2,27.71,1.57,1.57,10.88,15.17,84.89,42.1,4902.45,Chemicals
BEML Ltd,500048.0,BEML,Engineering,3164.0,13178.58,54.03,79.77,62.93,0.24,11.05,5.26,15.25,11.68,261.77,50.34,0.65,-1.15,43.3,42.07,1.45,2.28,4.07,3.14,60.09,34.83,5.93,7.76,-9.79,33.01,46.13,453.56,261.77,3898.95,368.94,29.13,751.72,403.62,938.65,641.82,1068.63,873.44,260.23,7.26,18.69,10.48,6.3,11.44,8.23,3883.34,28.77,1.07,1.07,34.83,60.09,30.39,57.32,3044.34,"Construction Materials, Metals & Mining, Oil Gas & Consumable Fuels, Realty"
Berger Paints,509480.0,BERGEPAINT,Paints / Varnishes,544.2,63459.62,74.98,36.54,9.78,0.14,23.54,14.26,27.51,15.66,1140.45,55.64,0.64,2.15,0.81,140.05,2.91,1.8,17.99,13.06,17.59,19.1,22.89,22.23,7.01,-3.11,5.13,1779.2,1142.52,10567.84,1477.79,-4.19,633.76,752.94,1359.16,2263.83,3133.12,4653.52,124.09,5.75,10.11,23.75,20.44,25.71,26.39,11360.96,33.05,0.93,0.93,19.09,17.59,34.94,54.36,519.5,Construction Materials
Bharat Dynamics,541143.0,BDL,Engineering,1529.6,56096.79,74.93,79.77,15.43,0.0,17.9,6.39,24.23,20.22,565.66,99.17,0.34,4.7,18.66,60.5,12.85,3.05,7.38,-5.05,33.48,7.72,15.74,15.83,54.7,59.91,69.87,489.79,565.66,2489.39,409.21,21.37,11.29,5.39,2780.8,4239.64,3071.63,4643.86,-459.04,3.25,9.45,15.56,11.28,21.96,21.89,2422.2,63.47,2.31,2.31,7.72,33.48,31.56,71.99,1290.32,"Construction Materials, Metals & Mining, Oil Gas & Consumable Fuels, Realty"
Bharat Electron,500049.0,BEL,Electronics - Components,314.1,229600.16,51.14,62.31,6.83,0.0,26.27,10.57,34.61,27.2,4991.07,46.0,0.7,27.5,39.83,83.13,2.87,1.62,12.83,10.75,23.64,16.02,22.08,23.44,34.37,58.08,67.21,6304.87,4992.33,17734.44,4089.76,37.33,2.52,33.63,8286.06,14736.05,10065.97,17729.6,-2739.37,17.55,20.87,29.92,22.79,30.53,29.03,23183.24,31.27,1.17,1.17,16.02,23.64,40.36,64.76,288.79,Capital Goods
Bharat Forge,500493.0,BHARATFORG,Castings & Forgings,1104.2,52876.81,44.07,27.03,19.11,1.06,12.69,4.71,12.9,17.19,951.3,55.58,0.82,1.9,14.57,5296.84,-19.5,1.04,35.27,9.1,58.62,-2.85,9.46,11.56,-13.14,16.31,28.99,2653.76,857.77,12910.26,1736.65,12.8,5270.66,4029.31,29.9,724.18,3464.72,6006.69,796.25,16.08,30.2,7.7,6.88,10.69,8.46,15434.42,20.78,0.65,0.65,-2.85,58.62,44.06,51.44,1110.83,Metals & Mining
Bharti Airtel,532454.0,BHARTIARTL,Telecommunications - Service Provider,1864.5,1118268.14,52.42,39.88,43.24,2.59,14.93,3.08,13.13,52.56,19994.54,55.93,0.43,9.65,75.32,29.85,0.46,0.36,14.23,13.17,-1.68,122.47,12.36,11.31,41.0,36.14,29.86,85515.2,27073.7,139144.8,71273.5,10.17,162785.2,125428.3,106839.9,125474.6,199239.4,265573.1,30.7,25.41,19.23,12.3,12.05,12.09,9.59,162708.1,14.57,0.36,0.36,121.21,-0.37,61.64,63.45,1736.32,"Information Technology, Telecommunication"
Bharti Hexacom,544162.0,BHARTIHEXA,Telecommunications - Service Provider,1689.1,84476.15,70.0,39.88,24.96,1.64,14.02,3.37,13.98,48.08,1050.58,80.41,0.24,16.88,162.45,45.31,3.58,0.3,15.49,14.43,41.96,22.43,-1.17,9.29,94.93,,,3907.2,1247.8,6579.0,2785.7,20.1,7773.5,2941.4,5591.9,4879.0,9912.5,11113.8,-12.6,4.33,9.97,10.28,13.41,9.45,3.64,8126.9,22.72,0.3,0.3,18.89,34.45,39.65,71.59,1468.98,"Information Technology, Telecommunication"
Bikaji Foods,543653.0,BIKAJI,Food - Processing - Indian,700.2,17537.85,74.92,31.3,11.16,0.13,24.73,19.7,29.65,16.35,279.53,62.74,0.14,19.12,46.86,299.4,1.59,2.23,20.59,20.56,44.41,39.54,16.85,18.11,31.41,,,418.03,279.53,1944.39,212.0,44.59,83.39,72.56,175.82,238.25,479.02,651.32,-9.57,7.33,12.21,18.37,15.53,20.67,18.72,2557.2,39.02,1.82,1.82,-12.47,-33.63,9.28,49.43,695.76,Fast Moving Consumer Goods
Biocon,532523.0,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln,321.8,38641.37,60.64,29.08,6.7,0.8,5.25,2.33,5.96,20.12,823.36,46.93,0.16,1.02,-31.31,270.3,7.99,0.96,27.36,21.76,10.53,5.87,7.05,5.87,7.79,-4.41,-1.89,2970.8,1192.9,11174.2,2411.7,-8.83,4481.1,2422.1,428.8,-694.5,5983.0,8425.8,-380.4,5.67,15.73,5.92,4.78,6.81,8.46,14761.8,12.63,0.64,0.64,5.86,10.52,5.87,45.81,334.52,Healthcare
Birla Corpn.,500335.0,BIRLACORPN,Cement - North India,1060.0,8174.23,62.9,46.03,30.12,0.57,6.59,2.92,9.01,12.77,226.98,36.01,0.94,-4.35,-23.98,15.94,3.34,1.1,12.51,8.09,-15.38,10.79,7.46,4.86,-26.5,-0.87,20.95,1155.8,231.96,8682.27,784.72,-6.75,4146.34,4049.2,1535.94,2416.78,3464.06,6133.7,-49.74,6.27,15.6,3.73,0.73,6.94,8.92,9054.02,9.63,0.72,0.72,10.79,-15.38,18.31,44.78,1086.45,Construction Materials
Birlasoft Ltd,532400.0,BSOFT,Computers - Software - Medium / Small,390.2,10848.23,40.63,31.76,20.81,0.04,22.48,17.36,29.76,13.75,574.74,18.88,1.67,5.42,3.4,22.87,1.04,3.86,14.07,15.66,24.41,18.23,16.91,18.34,-39.98,-1.95,39.89,745.54,574.74,4794.77,521.56,-4.6,128.11,38.12,1422.4,2213.66,1559.84,2427.59,-74.31,11.68,24.53,17.18,12.92,23.95,22.3,5420.9,12.02,3.82,3.82,18.07,24.62,28.76,48.7,416.76,Information Technology
BLS Internat.,540073.0,BLS,Computers - Software - Medium / Small,355.35,14617.42,70.38,31.76,11.02,0.27,31.09,25.39,31.02,28.0,453.84,32.21,0.28,16.12,59.83,75.38,0.97,3.43,51.91,15.84,84.12,33.07,24.69,28.4,1.38,57.81,117.27,545.53,479.87,1516.19,222.93,69.47,0.73,37.51,582.24,738.68,795.71,956.58,347.18,9.94,2.26,31.6,29.53,28.29,23.35,1948.24,22.69,3.42,3.42,32.95,83.83,13.15,41.96,382.84,Information Technology
Blue Dart Expres,526612.0,BLUEDART,Couriers,6203.0,14733.2,75.0,53.57,115.92,0.77,22.74,8.67,19.22,15.74,275.05,53.57,0.4,8.99,-6.02,31.03,2.04,0.89,17.01,10.66,35.71,26.28,29.29,34.7,-1.72,-3.19,22.66,885.4,275.05,5172.22,937.61,7.18,1522.15,572.68,1421.52,2177.9,2423.26,3537.55,70.86,5.46,13.04,26.34,34.92,25.53,21.43,5625.73,16.95,0.86,0.86,26.28,35.71,19.73,47.11,6285.93,Services
Blue Star,500067.0,BLUESTARCO,Air-conditioners,1706.3,35082.05,36.47,69.61,27.14,0.13,21.17,6.92,25.51,7.43,547.73,64.05,0.41,25.55,52.86,-423.89,3.74,1.34,31.46,13.09,77.57,17.13,18.85,21.14,14.05,44.27,44.96,837.41,556.99,7977.32,499.73,39.06,510.13,347.56,-248.28,487.43,619.85,1419.61,129.82,16.94,23.13,25.0,24.04,23.46,20.42,11276.46,39.08,0.86,0.86,15.61,73.74,34.68,27.59,1981.46,"Construction Materials, Consumer Durables"
Bombay Burmah,501425.0,BBTC,Auto Ancillaries,1865.2,12995.57,74.05,22.85,157.39,0.58,16.33,13.06,28.31,17.26,1124.1,11.56,0.91,5.19,72.27,8.58,4.16,1.12,8.5,8.41,24.43,2.78,-6.49,-17.57,19.64,22.97,15.59,3097.07,2163.31,16622.92,1726.36,19.0,2669.97,956.47,4551.47,7144.58,5959.81,9061.26,204.15,9.6,1.47,15.52,-70.09,19.76,21.29,17940.87,4.12,0.76,0.76,2.78,24.43,1.22,49.98,1882.04,Automobile and Auto Components
Bosch,500530.0,BOSCHLTD,Auto Ancillaries,29455.0,86862.05,70.54,22.85,686.28,0.0,15.97,10.96,20.61,12.75,2023.22,42.93,1.27,5.15,20.13,191.03,14.8,1.81,19.84,6.72,23.68,2.9,12.77,13.74,0.34,26.67,22.65,2220.0,2024.1,14929.3,1809.5,7.77,53.8,0.0,1364.6,2917.3,2737.0,4908.1,84.0,6.09,16.0,17.39,13.15,17.6,16.87,17410.2,27.7,1.45,1.45,2.9,23.68,44.42,67.21,28138.41,Automobile and Auto Components
Brainbees Solut.,544226.0,FIRSTCRY,Trading,339.25,17649.06,0.0,42.01,,0.33,-8.3,-4.5,-4.0,3.34,-148.72,,0.0,15.06,44.07,-38.58,,2.23,59.31,66.41,,11.27,-5.4,-8.19,,,,247.2,-196.55,5632.54,-317.28,122.21,60.57,7.04,-1375.07,-1830.37,-572.79,-935.9,102.35,7.94,18.08,-10.47,-14.13,-4.93,-4.13,7396.15,48.59,1.22,1.22,,,0.0,43.81,380.09,Services
Brigade Enterpr.,532929.0,BRIGADE,Construction,1028.6,25161.18,41.14,32.22,27.08,1.05,11.71,2.36,12.66,26.92,637.22,39.49,0.19,31.69,155.34,47.42,3.57,1.23,35.92,10.5,150.36,11.07,5.59,7.3,-0.42,31.17,53.79,1430.97,641.99,3444.61,866.21,48.5,5004.83,3785.47,1590.52,1658.57,2332.53,3600.3,195.14,20.21,22.87,8.41,6.34,9.1,7.86,5316.19,16.24,0.47,0.47,8.37,143.83,10.23,57.88,1007.88,"Construction Materials, Metals & Mining, Realty"
Britannia Inds.,500825.0,BRITANNIA,Food - Processing - MNC,5438.9,130984.3,50.55,60.28,89.55,0.86,57.14,23.19,48.92,17.97,2172.89,60.28,1.35,5.12,0.72,83.25,4.61,0.99,8.48,8.69,4.89,13.09,49.27,57.76,13.88,18.37,11.43,3159.53,2155.34,16300.55,2830.91,-0.67,2121.51,156.02,4721.66,7599.93,6398.71,9758.76,219.29,15.72,18.26,48.59,66.62,46.26,44.18,17579.83,39.48,0.62,0.62,13.04,4.89,82.75,65.52,5111.57,"Diversified, Fast Moving Consumer Goods"
BSE,,BSE,Miscellaneous,6359.0,86085.83,0.0,55.35,69.33,0.0,15.2,5.91,19.97,43.69,935.54,92.02,0.24,118.91,130.0,67.26,5.48,1.24,36.19,19.54,36.29,16.78,9.14,11.3,127.91,91.92,117.63,1249.85,935.54,924.84,316.13,116.64,0.03,0.0,3840.22,4093.58,4146.67,4475.83,1621.53,16.78,12.33,11.89,7.68,15.52,11.93,2860.45,59.54,1.24,1.24,20.04,36.2,26.08,62.95,5491.63,Fast Moving Consumer Goods
C D S L,,CDSL,Miscellaneous,1320.0,27588.0,15.0,55.35,26.58,0.0,31.31,25.91,40.18,60.33,555.18,49.69,0.72,57.78,57.3,134.65,1.66,2.42,33.2,32.85,27.89,29.87,26.36,28.89,25.2,24.15,63.59,662.76,555.34,555.09,318.91,62.94,0.0,0.0,614.64,862.1,918.18,1192.91,-31.88,11.34,15.41,30.32,23.8,36.74,31.9,1098.54,35.19,2.42,2.42,29.87,27.89,54.85,59.04,1268.51,Fast Moving Consumer Goods
C P C L,500110.0,CHENNPETRO,Refineries,612.3,9114.17,67.29,20.02,14.38,0.38,2.51,1.21,4.3,1.71,214.09,42.57,8.98,-10.1,-92.2,3.38,2.65,1.17,11.28,9.93,-45.9,16.04,32.82,31.07,-40.14,29.91,57.87,1015.5,214.09,66024.25,4476.43,-77.31,9238.33,8698.04,8090.36,8300.72,9795.58,11273.71,183.8,10.58,2.24,35.07,35.89,28.04,23.96,59356.02,10.78,0.32,0.32,16.04,-45.9,34.78,52.6,591.84,Oil Gas & Consumable Fuels
C.E. Info System,543425.0,MAPMYINDIA,Computers - Software - Medium / Small,1794.9,9759.07,51.65,31.76,25.18,0.05,20.59,16.92,26.15,37.56,136.41,71.54,0.19,23.66,10.18,213.35,1.63,5.19,35.52,22.91,37.18,44.01,19.73,19.93,-10.7,6.45,,160.21,136.78,281.46,117.63,13.02,149.15,154.09,137.3,238.24,194.16,302.71,-2.62,4.44,8.91,24.93,19.74,24.05,20.13,426.6,48.29,5.11,5.11,-15.18,-43.23,14.12,57.97,1720.86,Information Technology
Campus Activewe.,543523.0,CAMPUS,Leather / Leather Products,242.68,7399.89,72.14,60.09,3.89,0.32,14.88,7.79,16.71,15.21,118.9,62.24,0.29,8.3,49.32,84.01,3.57,2.27,26.75,25.57,49.47,17.44,20.07,21.57,-1.89,,,235.96,118.9,1484.25,253.57,15.97,177.24,126.68,264.67,206.88,408.81,512.64,-2.49,6.61,11.12,23.01,23.81,23.87,21.83,1551.11,30.66,0.98,0.98,-76.53,18.44,0.0,47.93,250.99,"Consumer Durables, Fast Moving Consumer Goods"
Cams Services,543232.0,CAMS,Miscellaneous,3906.3,19310.95,0.0,55.35,87.69,0.08,40.47,28.24,49.77,46.76,431.9,44.71,1.19,27.92,38.55,65.49,1.77,3.28,16.1,10.11,16.27,25.26,42.16,43.35,21.97,16.38,,600.69,431.9,928.62,405.3,33.28,73.03,0.0,883.99,1262.93,1011.09,1430.3,-12.36,55.0,16.7,48.47,39.71,52.99,52.46,1284.53,29.99,3.28,3.28,25.06,15.99,67.78,55.1,3792.14,Fast Moving Consumer Goods
Can Fin Homes,511196.0,CANFINHOME,Finance - Housing,715.15,9528.57,29.99,19.56,64.37,6.92,18.22,2.21,9.34,92.24,857.17,11.12,0.84,10.07,14.19,-4.99,0.62,0.94,24.95,13.82,22.08,17.91,18.27,18.49,-6.23,6.49,17.44,3577.14,857.17,3523.36,3200.85,11.76,24647.68,18748.44,-5725.53,-10498.81,-5680.26,-10447.81,0.3,12.14,24.66,9.26,18.79,8.99,8.54,3878.26,12.37,0.94,0.94,17.91,22.08,18.64,58.21,678.43,Financial services
